"","idv","iv","dv","exp"
"242",2,2,1401.8861555378,"Biderman & Mudrik_2018_1"
"243",2,2,940.636191866361,"Biderman & Mudrik_2018_1"
"244",2,1,843.670154572465,"Biderman & Mudrik_2018_1"
"245",2,2,1074.59833880421,"Biderman & Mudrik_2018_1"
"246",2,1,825.141309178434,"Biderman & Mudrik_2018_1"
"247",2,2,895.297526090872,"Biderman & Mudrik_2018_1"
"248",2,1,1128.45860281959,"Biderman & Mudrik_2018_1"
"249",2,2,811.570614052471,"Biderman & Mudrik_2018_1"
"250",2,1,741.457447060384,"Biderman & Mudrik_2018_1"
"251",2,1,965.304921555799,"Biderman & Mudrik_2018_1"
"252",2,2,980.595331580844,"Biderman & Mudrik_2018_1"
"253",2,1,919.156860734802,"Biderman & Mudrik_2018_1"
"254",2,1,851.630963792559,"Biderman & Mudrik_2018_1"
"255",2,2,1125.91352732852,"Biderman & Mudrik_2018_1"
"256",2,2,775.523882999551,"Biderman & Mudrik_2018_1"
"257",2,1,1228.94617851125,"Biderman & Mudrik_2018_1"
"258",2,2,1130.28922118247,"Biderman & Mudrik_2018_1"
"259",2,1,876.676308689639,"Biderman & Mudrik_2018_1"
"260",2,2,1036.59041417995,"Biderman & Mudrik_2018_1"
"261",2,1,1044.39498932334,"Biderman & Mudrik_2018_1"
"262",2,1,1016.32759888889,"Biderman & Mudrik_2018_1"
"263",2,1,683.527400018647,"Biderman & Mudrik_2018_1"
"264",2,2,808.83623304544,"Biderman & Mudrik_2018_1"
"265",2,1,679.213857627474,"Biderman & Mudrik_2018_1"
"266",2,1,756.138601282146,"Biderman & Mudrik_2018_1"
"267",2,2,969.984530529473,"Biderman & Mudrik_2018_1"
"268",2,2,743.652706500143,"Biderman & Mudrik_2018_1"
"269",2,2,875.997773953713,"Biderman & Mudrik_2018_1"
"270",2,2,851.93573415745,"Biderman & Mudrik_2018_1"
"271",2,2,927.944455936085,"Biderman & Mudrik_2018_1"
"272",2,2,684.792382642627,"Biderman & Mudrik_2018_1"
"273",2,1,599.46606727317,"Biderman & Mudrik_2018_1"
"274",2,2,740.267730376218,"Biderman & Mudrik_2018_1"
"275",2,1,681.517169519793,"Biderman & Mudrik_2018_1"
"276",2,1,771.075488999486,"Biderman & Mudrik_2018_1"
"277",2,2,930.297089857049,"Biderman & Mudrik_2018_1"
"278",2,2,797.342766658403,"Biderman & Mudrik_2018_1"
"279",2,2,972.690116555896,"Biderman & Mudrik_2018_1"
"280",2,1,996.646954969037,"Biderman & Mudrik_2018_1"
"281",2,2,1015.56039846037,"Biderman & Mudrik_2018_1"
"282",2,1,913.467147271149,"Biderman & Mudrik_2018_1"
