"","Subject","correctResponseButton","responseHand","StimulusColor","SubTrial","ColorMasked","Confidence.RESP","correctRT","GrayMasked","leftMask","leftStimulus","Number","NumberResponse","Response.RESP","ResponseAccuracy","rightMask","rightStimulus","virhe","virhe.edellinen"
"2531","6",5,"left","Blue",11,1,4,235,0,0,1,"2",1,1,0,1,1,0,0
"2539","6",5,"left","Blue",19,1,4,365,0,0,1,"2",1,1,0,1,1,0,0
"2546","6",5,"left","Red",6,1,4,236,0,1,1,"2",1,1,0,0,1,0,0
"2550","6",5,"left","Red",10,1,4,265,0,0,1,"2",1,1,0,1,1,0,0
"2552","6",5,"left","Red",12,1,4,274,0,1,1,"2",1,1,0,0,1,0,0
"2553","6",5,"left","Red",13,1,4,252,0,0,1,"2",1,1,0,1,1,0,0
"2555","6",5,"left","Red",15,0,4,262,1,0,1,"1",1,1,1,1,0,0,0
"2557","6",5,"left","Red",17,1,4,308,0,1,1,"2",1,1,0,0,1,0,1
"2560","6",5,"left","Red",20,0,4,392,1,1,0,"1",1,1,1,0,1,0,0
"2563","6",5,"left","Blue",3,1,4,299,0,1,1,"2",1,1,0,0,1,0,0
"2568","6",5,"left","Blue",8,1,4,256,0,1,1,"2",1,1,0,0,1,0,0
"2571","6",5,"left","Blue",11,1,4,395,0,0,1,"2",1,1,0,1,1,0,1
"2573","6",5,"left","Blue",13,1,4,229,0,1,1,"2",1,1,0,0,1,0,0
"2574","6",5,"left","Blue",14,1,4,196,0,0,1,"2",1,1,0,1,1,0,0
"2576","6",5,"left","Blue",16,0,4,392,1,0,1,"1",1,1,1,1,0,0,1
"2581","6",5,"left","Red",1,1,4,211,0,1,1,"2",1,1,0,0,1,0,NA
"2583","6",5,"left","Red",3,1,4,217,0,1,1,"2",1,1,0,0,1,0,0
"2584","6",5,"left","Red",4,1,4,252,0,0,1,"2",1,1,0,1,1,0,0
"2585","6",5,"left","Red",5,0,4,227,1,1,0,"1",1,1,1,0,1,0,0
"2586","6",5,"left","Red",6,1,4,436,0,1,1,"2",1,1,0,0,1,0,0
"2587","6",5,"left","Red",7,0,4,229,1,0,1,"1",1,1,1,1,0,0,0
"2595","6",5,"left","Red",15,1,4,253,0,0,1,"2",1,1,0,1,1,0,0
"2597","6",5,"left","Red",17,1,4,227,0,1,1,"2",1,1,0,0,1,0,0
"2603","6",5,"left","Blue",3,0,4,216,1,0,1,"1",1,1,1,1,0,0,0
"2606","6",5,"left","Blue",6,1,4,255,0,0,1,"2",1,1,0,1,1,0,0
"2609","6",5,"left","Blue",9,0,4,440,1,1,0,"1",1,1,1,0,1,0,0
"2612","6",5,"left","Blue",12,1,4,266,0,1,1,"2",1,1,0,0,1,0,0
"2613","6",5,"left","Blue",13,1,4,236,0,1,1,"2",1,1,0,0,1,0,0
"2614","6",5,"left","Blue",14,1,4,276,0,1,1,"2",1,1,0,0,1,0,0
"2616","6",5,"left","Blue",16,1,4,274,0,1,1,"2",1,1,0,0,1,0,0
"2617","6",5,"left","Blue",17,1,4,192,0,0,1,"2",1,1,0,1,1,0,0
"2629","6",5,"left","Red",9,0,4,320,1,1,0,"1",1,1,1,0,1,0,0
"2630","6",5,"left","Red",10,1,4,323,0,1,1,"2",1,1,0,0,1,0,0
"2632","6",5,"left","Red",12,1,4,229,0,0,1,"2",1,1,0,1,1,0,0
"2633","6",5,"left","Red",13,1,4,252,0,1,1,"2",1,1,0,0,1,0,0
"2634","6",5,"left","Red",14,1,4,241,0,1,1,"2",1,1,0,0,1,0,0
"2635","6",5,"left","Red",15,1,4,267,0,1,1,"2",1,1,0,0,1,0,0
"2636","6",5,"left","Red",16,1,4,428,0,0,1,"2",1,1,0,1,1,0,0
"2639","6",5,"left","Red",19,0,4,239,1,0,1,"1",1,1,1,1,0,0,0
"2641","6",6,"right","Blue",1,1,4,236,0,1,1,"2",1,1,0,0,1,0,NA
"2644","6",6,"right","Blue",4,1,4,245,0,0,1,"2",1,1,0,1,1,0,0
"2647","6",6,"right","Blue",7,1,4,236,0,1,1,"2",1,1,0,0,1,0,0
"2651","6",6,"right","Blue",11,1,4,245,0,1,1,"2",1,1,0,0,1,0,0
"2654","6",6,"right","Blue",14,1,4,218,0,1,1,"2",1,1,0,0,1,0,0
"2656","6",6,"right","Blue",16,0,4,220,1,0,1,"1",1,1,1,1,0,0,0
"2657","6",6,"right","Blue",17,0,4,314,1,1,0,"1",1,1,1,0,1,0,0
"2661","6",6,"right","Red",1,1,4,245,0,1,1,"2",1,1,0,0,1,0,NA
"2664","6",6,"right","Red",4,1,4,253,0,1,1,"2",1,1,0,0,1,0,0
"2665","6",6,"right","Red",5,0,4,313,1,0,1,"1",1,1,1,1,0,0,0
"2666","6",6,"right","Red",6,0,4,287,1,1,0,"1",1,1,1,0,1,0,0
"2673","6",6,"right","Red",13,1,4,257,0,0,1,"2",1,1,0,1,1,0,0
"2675","6",6,"right","Red",15,1,4,247,0,1,1,"2",1,1,0,0,1,0,0
"2676","6",6,"right","Red",16,1,4,313,0,1,1,"2",1,1,0,0,1,0,0
"2679","6",6,"right","Red",19,1,4,325,0,0,1,"2",1,1,0,1,1,0,0
"2683","6",6,"right","Blue",3,0,4,278,1,0,1,"1",1,1,1,1,0,0,0
"2685","6",6,"right","Blue",5,1,4,237,0,1,1,"2",1,1,0,0,1,0,0
"2687","6",6,"right","Blue",7,0,4,280,1,1,0,"1",1,1,1,0,1,0,0
"2688","6",6,"right","Blue",8,1,4,242,0,0,1,"2",1,1,0,1,1,0,0
"2689","6",6,"right","Blue",9,1,4,206,0,0,1,"2",1,1,0,1,1,0,0
"2691","6",6,"right","Blue",11,1,4,293,0,1,1,"2",1,1,0,0,1,0,0
"2696","6",6,"right","Blue",16,1,4,254,0,1,1,"2",1,1,0,0,1,0,1
"2700","6",6,"right","Blue",20,1,4,262,0,1,1,"2",1,1,0,0,1,0,0
"2702","6",6,"right","Red",2,1,4,260,0,0,1,"2",1,1,0,1,1,0,0
"2703","6",6,"right","Red",3,0,4,279,1,1,0,"1",1,1,1,0,1,0,0
"2705","6",6,"right","Red",5,1,4,228,0,1,1,"2",1,1,0,0,1,0,0
"2709","6",6,"right","Red",9,1,4,176,0,1,1,"2",1,1,0,0,1,0,0
"2711","6",6,"right","Red",11,0,4,222,1,0,1,"1",1,1,1,1,0,0,1
"2712","6",6,"right","Red",12,1,4,317,0,0,1,"2",1,1,0,1,1,0,0
"2714","6",6,"right","Red",14,1,4,228,0,1,1,"2",1,1,0,0,1,0,0
"2716","6",6,"right","Red",16,1,4,228,0,1,1,"2",1,1,0,0,1,0,0
"2722","6",6,"right","Blue",2,1,4,288,0,1,1,"2",1,1,0,0,1,0,0
"2725","6",6,"right","Blue",5,1,4,196,0,1,1,"2",1,1,0,0,1,0,0
"2726","6",6,"right","Blue",6,0,4,292,1,1,0,"1",1,1,1,0,1,0,0
"2730","6",6,"right","Blue",10,1,4,260,0,1,1,"2",1,1,0,0,1,0,0
"2731","6",6,"right","Blue",11,1,4,231,0,1,1,"2",1,1,0,0,1,0,0
"2734","6",6,"right","Blue",14,1,4,239,0,0,1,"2",1,1,0,1,1,0,1
"2735","6",6,"right","Blue",15,0,4,268,1,0,1,"1",1,1,1,1,0,0,0
"2736","6",6,"right","Blue",16,1,4,187,0,0,1,"2",1,1,0,1,1,0,0
"2743","6",6,"right","Red",3,1,4,239,0,0,1,"2",1,1,0,1,1,0,0
"2745","6",6,"right","Red",5,1,4,238,0,0,1,"2",1,1,0,1,1,0,0
"2747","6",6,"right","Red",7,1,4,198,0,1,1,"2",1,1,0,0,1,0,0
"2750","6",6,"right","Red",10,1,4,219,0,1,1,"2",1,1,0,0,1,0,0
"2753","6",6,"right","Red",13,0,4,242,1,1,0,"1",1,1,1,0,1,0,0
"2754","6",6,"right","Red",14,0,4,186,1,0,1,"1",1,1,1,1,0,0,0
"2760","6",6,"right","Red",20,1,4,375,0,1,1,"2",1,1,0,0,1,0,0
"2762","6",6,"right","Blue",2,0,4,289,1,1,0,"1",1,1,1,0,1,0,0
"2764","6",6,"right","Blue",4,1,4,234,0,1,1,"2",1,1,0,0,1,0,0
"2769","6",6,"right","Blue",9,0,4,214,1,0,1,"1",1,1,1,1,0,0,0
"2770","6",6,"right","Blue",10,1,4,230,0,0,1,"2",1,1,0,1,1,0,0
"2771","6",6,"right","Blue",11,1,4,201,0,1,1,"2",1,1,0,0,1,0,0
"2772","6",6,"right","Blue",12,1,4,232,0,1,1,"2",1,1,0,0,1,0,0
"2773","6",6,"right","Blue",13,1,4,227,0,0,1,"2",1,1,0,1,1,0,0
"2775","6",6,"right","Blue",15,1,4,251,0,1,1,"2",1,1,0,0,1,0,0
"2783","6",6,"right","Red",3,0,4,291,1,0,1,"1",1,1,1,1,0,0,0
"2786","6",6,"right","Red",6,0,4,378,1,1,0,"1",1,1,1,0,1,0,0
"2791","6",6,"right","Red",11,1,4,206,0,1,1,"2",1,1,0,0,1,0,1
"2793","6",6,"right","Red",13,1,4,230,0,1,1,"2",1,1,0,0,1,0,0
"2794","6",6,"right","Red",14,1,4,235,0,0,1,"2",1,1,0,1,1,0,0
"2796","6",6,"right","Red",16,1,4,203,0,1,1,"2",1,1,0,0,1,0,0
"2799","6",6,"right","Red",19,1,4,213,0,1,1,"2",1,1,0,0,1,0,0
"2800","6",6,"right","Red",20,1,4,209,0,0,1,"2",1,1,0,1,1,0,0
"2803","6",6,"right","Blue",3,0,4,234,1,0,1,"1",1,1,1,1,0,0,0
"2806","6",6,"right","Blue",6,1,4,235,0,0,1,"2",1,1,0,1,1,0,0
"2808","6",6,"right","Blue",8,1,4,336,0,0,1,"2",1,1,0,1,1,0,0
"2813","6",6,"right","Blue",13,1,4,319,0,1,1,"2",1,1,0,0,1,0,0
"2815","6",6,"right","Blue",15,1,4,215,0,1,1,"2",1,1,0,0,1,0,0
"2816","6",6,"right","Blue",16,1,4,232,0,1,1,"2",1,1,0,0,1,0,0
"2819","6",6,"right","Blue",19,0,4,392,1,1,0,"1",1,1,1,0,1,0,1
"2820","6",6,"right","Blue",20,1,4,266,0,1,1,"2",1,1,0,0,1,0,0
"2821","6",6,"right","Red",1,0,4,206,1,0,1,"1",1,1,1,1,0,0,NA
"2823","6",6,"right","Red",3,1,4,202,0,1,1,"2",1,1,0,0,1,0,0
"2827","6",6,"right","Red",7,1,4,206,0,0,1,"2",1,1,0,1,1,0,0
"2830","6",6,"right","Red",10,1,4,271,0,1,1,"2",1,1,0,0,1,0,1
"2833","6",6,"right","Red",13,1,4,286,0,1,1,"2",1,1,0,0,1,0,0
"2838","6",6,"right","Red",18,1,4,382,0,0,1,"2",1,1,0,1,1,0,0
"2839","6",6,"right","Red",19,0,4,373,1,1,0,"1",1,1,1,0,1,0,0
"2840","6",6,"right","Red",20,1,4,260,0,1,1,"2",1,1,0,0,1,0,0
"2842","6",6,"right","Blue",2,1,4,194,0,1,1,"2",1,1,0,0,1,0,0
"2843","6",6,"right","Blue",3,0,4,226,1,1,0,"1",1,1,1,0,1,0,0
"2846","6",6,"right","Blue",6,1,4,237,0,1,1,"2",1,1,0,0,1,0,0
"2847","6",6,"right","Blue",7,1,4,207,0,1,1,"2",1,1,0,0,1,0,0
"2851","6",6,"right","Blue",11,1,4,237,0,0,1,"2",1,1,0,1,1,0,0
"2859","6",6,"right","Blue",19,1,4,229,0,0,1,"2",1,1,0,1,1,0,0
"2860","6",6,"right","Blue",20,1,4,275,0,1,1,"2",1,1,0,0,1,0,0
"2862","6",6,"right","Red",2,1,4,295,0,0,1,"2",1,1,0,1,1,0,0
"2864","6",6,"right","Red",4,1,4,217,0,1,1,"2",1,1,0,0,1,0,0
"2865","6",6,"right","Red",5,1,4,367,0,1,1,"2",1,1,0,0,1,0,0
"2868","6",6,"right","Red",8,1,4,240,0,0,1,"2",1,1,0,1,1,0,0
"2872","6",6,"right","Red",12,1,4,187,0,1,1,"2",1,1,0,0,1,0,0
"2873","6",6,"right","Red",13,1,4,224,0,1,1,"2",1,1,0,0,1,0,0
"2874","6",6,"right","Red",14,0,4,334,1,1,0,"1",1,1,1,0,1,0,0
"2876","6",6,"right","Red",16,0,4,246,1,0,1,"1",1,1,1,1,0,0,1
"3361","8",5,"left","Blue",1,0,4,395,1,1,0,"1",1,1,1,0,1,0,NA
"3372","8",5,"left","Blue",12,0,4,230,1,0,1,"1",1,1,1,1,0,0,0
"3383","8",5,"left","Red",3,1,4,328,0,1,1,"2",1,1,0,0,1,0,0
"3384","8",5,"left","Red",4,1,4,237,0,1,1,"2",1,1,0,0,1,0,0
"3385","8",5,"left","Red",5,1,4,273,0,1,1,"2",1,1,0,0,1,0,0
"3397","8",5,"left","Red",17,0,4,687,1,0,1,"1",1,1,1,1,0,0,0
"3407","8",5,"left","Blue",7,1,4,269,0,1,1,"2",1,1,0,0,1,0,0
"3412","8",5,"left","Blue",12,1,4,389,0,1,1,"2",1,1,0,0,1,0,0
"3424","8",5,"left","Red",4,1,4,329,0,0,1,"2",1,1,0,1,1,0,0
"3427","8",5,"left","Red",7,1,4,262,0,0,1,"2",1,1,0,1,1,0,0
"3432","8",5,"left","Red",12,1,4,328,0,1,1,"2",1,1,0,0,1,0,0
"3437","8",5,"left","Red",17,0,4,609,1,1,0,"1",1,1,1,0,1,0,0
"3442","8",5,"left","Blue",2,1,4,322,0,0,1,"2",1,1,0,1,1,0,0
"3443","8",5,"left","Blue",3,1,4,263,0,1,1,"2",1,1,0,0,1,0,0
"3449","8",5,"left","Blue",9,1,4,456,0,1,1,"2",1,1,0,0,1,0,0
"3454","8",5,"left","Blue",14,1,4,209,0,1,1,"2",1,1,0,0,1,0,0
"3456","8",5,"left","Blue",16,0,4,224,1,0,1,"1",1,1,1,1,0,0,0
"3460","8",5,"left","Blue",20,0,4,559,1,1,0,"1",1,1,1,0,1,0,0
"3463","8",5,"left","Red",3,1,4,211,0,0,1,"2",1,1,0,1,1,0,0
"3464","8",5,"left","Red",4,0,4,202,1,1,0,"1",1,1,1,0,1,0,0
"3475","8",5,"left","Red",15,0,4,442,1,0,1,"1",1,1,1,1,0,0,0
"3479","8",5,"left","Red",19,1,4,430,0,1,1,"2",1,1,0,0,1,0,0
"3484","8",5,"left","Blue",4,1,4,201,0,1,1,"2",1,1,0,0,1,0,0
"3485","8",5,"left","Blue",5,1,4,204,0,1,1,"2",1,1,0,0,1,0,0
"3486","8",5,"left","Blue",6,0,4,271,1,0,1,"1",1,1,1,1,0,0,0
"3495","8",5,"left","Blue",15,1,4,292,0,0,1,"2",1,1,0,1,1,0,1
"3498","8",5,"left","Blue",18,1,4,253,0,0,1,"2",1,1,0,1,1,0,0
"3499","8",5,"left","Blue",19,1,4,338,0,1,1,"2",1,1,0,0,1,0,0
"3502","8",5,"left","Red",2,1,4,236,0,1,1,"2",1,1,0,0,1,0,0
"3509","8",5,"left","Red",9,1,4,423,0,0,1,"2",1,1,0,1,1,0,0
"3510","8",5,"left","Red",10,1,4,268,0,0,1,"2",1,1,0,1,1,0,0
"3512","8",5,"left","Red",12,1,4,272,0,1,1,"2",1,1,0,0,1,0,0
"3515","8",5,"left","Red",15,1,4,231,0,1,1,"2",1,1,0,0,1,0,0
"3516","8",5,"left","Red",16,0,4,293,1,0,1,"1",1,1,1,1,0,0,0
"3524","8",5,"left","Blue",4,1,4,219,0,1,1,"2",1,1,0,0,1,0,0
"3525","8",5,"left","Blue",5,0,4,275,1,0,1,"1",1,1,1,1,0,0,0
"3526","8",5,"left","Blue",6,0,4,428,1,1,0,"1",1,1,1,0,1,0,0
"3529","8",5,"left","Blue",9,1,4,301,0,0,1,"2",1,1,0,1,1,0,0
"3531","8",5,"left","Blue",11,1,4,274,0,1,1,"2",1,1,0,0,1,0,0
"3535","8",5,"left","Blue",15,1,4,496,0,0,1,"2",1,1,0,1,1,0,0
"3536","8",5,"left","Blue",16,1,4,330,0,1,1,"2",1,1,0,0,1,0,0
"3540","8",5,"left","Blue",20,1,4,241,0,1,1,"2",1,1,0,0,1,0,1
"3541","8",5,"left","Red",1,1,4,422,0,1,1,"2",1,1,0,0,1,0,NA
"3544","8",5,"left","Red",4,0,4,281,1,0,1,"1",1,1,1,1,0,0,0
"3545","8",5,"left","Red",5,1,4,249,0,0,1,"2",1,1,0,1,1,0,0
"3548","8",5,"left","Red",8,0,4,282,1,1,0,"1",1,1,1,0,1,0,1
"3549","8",5,"left","Red",9,1,4,301,0,1,1,"2",1,1,0,0,1,0,0
"3553","8",5,"left","Red",13,1,4,436,0,1,1,"2",1,1,0,0,1,0,0
"3559","8",5,"left","Red",19,1,4,455,0,1,1,"2",1,1,0,0,1,0,0
"3560","8",5,"left","Red",20,1,4,258,0,0,1,"2",1,1,0,1,1,0,0
"3566","8",5,"left","Blue",6,1,4,266,0,0,1,"2",1,1,0,1,1,0,0
"3567","8",5,"left","Blue",7,0,4,306,1,1,0,"1",1,1,1,0,1,0,0
"3568","8",5,"left","Blue",8,1,4,243,0,1,1,"2",1,1,0,0,1,0,0
"3569","8",5,"left","Blue",9,1,4,273,0,1,1,"2",1,1,0,0,1,0,0
"3571","8",5,"left","Blue",11,1,4,231,0,1,1,"2",1,1,0,0,1,0,0
"3574","8",5,"left","Blue",14,1,4,469,0,1,1,"2",1,1,0,0,1,0,0
"3578","8",5,"left","Blue",18,0,4,277,1,0,1,"1",1,1,1,1,0,0,0
"3583","8",5,"left","Red",3,1,4,404,0,1,1,"2",1,1,0,0,1,0,0
"3584","8",5,"left","Red",4,1,4,231,0,1,1,"2",1,1,0,0,1,0,0
"3588","8",5,"left","Red",8,1,4,414,0,0,1,"2",1,1,0,1,1,0,0
"3589","8",5,"left","Red",9,0,4,320,1,0,1,"1",1,1,1,1,0,0,0
"3592","8",5,"left","Red",12,1,4,301,0,1,1,"2",1,1,0,0,1,0,0
"3593","8",5,"left","Red",13,1,4,281,0,1,1,"2",1,1,0,0,1,0,0
"3596","8",5,"left","Red",16,0,4,260,1,1,0,"1",1,1,1,0,1,0,1
"3598","8",5,"left","Red",18,1,4,397,0,0,1,"2",1,1,0,1,1,0,0
"3604","8",6,"right","Blue",4,1,4,300,0,1,1,"2",1,1,0,0,1,0,0
"3605","8",6,"right","Blue",5,1,4,219,0,1,1,"2",1,1,0,0,1,0,0
"3609","8",6,"right","Blue",9,1,4,245,0,1,1,"2",1,1,0,0,1,0,1
"3613","8",6,"right","Blue",13,1,4,344,0,1,1,"2",1,1,0,0,1,0,1
"3616","8",6,"right","Blue",16,0,4,325,1,1,0,"1",1,1,1,0,1,0,0
"3618","8",6,"right","Blue",18,1,4,303,0,0,1,"2",1,1,0,1,1,0,1
"3625","8",6,"right","Red",5,1,4,255,0,1,1,"2",1,1,0,0,1,0,0
"3626","8",6,"right","Red",6,1,4,258,0,1,1,"2",1,1,0,0,1,0,0
"3627","8",6,"right","Red",7,1,4,263,0,1,1,"2",1,1,0,0,1,0,0
"3628","8",6,"right","Red",8,1,4,425,0,0,1,"2",1,1,0,1,1,0,0
"3629","8",6,"right","Red",9,0,4,344,1,0,1,"1",1,1,1,1,0,0,0
"3632","8",6,"right","Red",12,1,4,243,0,0,1,"2",1,1,0,1,1,0,0
"3639","8",6,"right","Red",19,1,4,278,0,1,1,"2",1,1,0,0,1,0,0
"3643","8",6,"right","Blue",3,1,4,342,0,1,1,"2",1,1,0,0,1,0,0
"3646","8",6,"right","Blue",6,1,4,428,0,1,1,"2",1,1,0,0,1,0,0
"3647","8",6,"right","Blue",7,1,4,383,0,1,1,"2",1,1,0,0,1,0,0
"3648","8",6,"right","Blue",8,0,4,448,1,0,1,"1",1,1,1,1,0,0,0
"3656","8",6,"right","Blue",16,1,4,240,0,1,1,"2",1,1,0,0,1,0,0
"3657","8",6,"right","Blue",17,1,4,320,0,0,1,"2",1,1,0,1,1,0,0
"3660","8",6,"right","Blue",20,0,4,437,1,1,0,"1",1,1,1,0,1,0,0
"3667","8",6,"right","Red",7,0,4,252,1,0,1,"1",1,1,1,1,0,0,0
"3668","8",6,"right","Red",8,1,4,254,0,1,1,"2",1,1,0,0,1,0,0
"3671","8",6,"right","Red",11,1,4,311,0,1,1,"2",1,1,0,0,1,0,0
"3672","8",6,"right","Red",12,1,4,362,0,1,1,"2",1,1,0,0,1,0,0
"3680","8",6,"right","Red",20,1,4,516,0,1,1,"2",1,1,0,0,1,0,0
"3682","8",6,"right","Blue",2,1,4,251,0,1,1,"2",1,1,0,0,1,0,0
"3683","8",6,"right","Blue",3,0,4,347,1,1,0,"1",1,1,1,0,1,0,0
"3685","8",6,"right","Blue",5,0,4,268,1,0,1,"1",1,1,1,1,0,0,0
"3688","8",6,"right","Blue",8,1,4,294,0,1,1,"2",1,1,0,0,1,0,0
"3689","8",6,"right","Blue",9,1,4,314,0,1,1,"2",1,1,0,0,1,0,0
"3691","8",6,"right","Blue",11,1,4,325,0,1,1,"2",1,1,0,0,1,0,0
"3695","8",6,"right","Blue",15,1,4,454,0,0,1,"2",1,1,0,1,1,0,1
"3703","8",6,"right","Red",3,0,4,268,1,0,1,"1",1,1,1,1,0,0,0
"3704","8",6,"right","Red",4,1,4,432,0,1,1,"2",1,1,0,0,1,0,0
"3705","8",6,"right","Red",5,1,4,284,0,1,1,"2",1,1,0,0,1,0,0
"3710","8",6,"right","Red",10,1,4,384,0,0,1,"2",1,1,0,1,1,0,0
"3715","8",6,"right","Red",15,1,4,311,0,1,1,"2",1,1,0,0,1,0,0
"3719","8",6,"right","Red",19,1,4,453,0,1,1,"2",1,1,0,0,1,0,0
"3721","8",6,"right","Blue",1,0,4,427,1,1,0,"1",1,1,1,0,1,0,NA
"3725","8",6,"right","Blue",5,1,4,395,0,1,1,"2",1,1,0,0,1,0,0
"3728","8",6,"right","Blue",8,1,4,688,0,1,1,"2",1,1,0,0,1,0,0
"3730","8",6,"right","Blue",10,1,4,328,0,1,1,"2",1,1,0,0,1,0,0
"3732","8",6,"right","Blue",12,1,4,311,0,0,1,"2",1,1,0,1,1,0,0
"3740","8",6,"right","Blue",20,1,4,228,0,1,1,"2",1,1,0,0,1,0,0
"3742","8",6,"right","Red",2,1,4,259,0,1,1,"2",1,1,0,0,1,0,0
"3743","8",6,"right","Red",3,1,4,229,0,1,1,"2",1,1,0,0,1,0,0
"3746","8",6,"right","Red",6,1,4,234,0,1,1,"2",1,1,0,0,1,0,0
"3752","8",6,"right","Red",12,1,4,243,0,0,1,"2",1,1,0,1,1,0,0
