"","idv","iv","iv2","dv","exp"
"275",12,"JA",2,0.487658063999334,"jasifi_rt_2"
"276",12,"JA",1,0.407689483000468,"jasifi_rt_1"
"277",12,"JA",2,0.501071354000487,"jasifi_rt_2"
"278",12,"JA",2,0.666573599000003,"jasifi_rt_2"
"279",12,"JA",2,0.867120195000098,"jasifi_rt_1"
"280",12,"JA",2,0.596942164000211,"jasifi_rt_1"
"281",12,"JA",2,0.641267064999738,"jasifi_rt_1"
"282",12,"JA",1,0.704946762999498,"jasifi_rt_2"
"283",12,"JA",2,0.753505423000206,"jasifi_rt_2"
"284",12,"JA",2,0.851416332000554,"jasifi_rt_1"
"285",12,"JA",1,0.549677298999995,"jasifi_rt_2"
"286",12,"JA",2,0.844203703999483,"jasifi_rt_1"
"287",12,"JA",2,0.628294573999483,"jasifi_rt_2"
"288",12,"JA",2,0.804718110999602,"jasifi_rt_2"
"289",12,"JA",2,0.856438468999841,"jasifi_rt_1"
"290",12,"JA",1,0.585785321999538,"jasifi_rt_1"
"291",12,"JA",2,0.490912784000102,"jasifi_rt_2"
"292",12,"JA",1,0.905690583000251,"jasifi_rt_2"
"293",12,"JA",1,0.420363236999947,"jasifi_rt_1"
"294",12,"JA",1,0.389828694999778,"jasifi_rt_1"
"295",12,"JA",2,0.510916006000116,"jasifi_rt_2"
"296",12,"JA",1,0.55076500999985,"jasifi_rt_1"
"297",12,"JA",1,0.470628322999801,"jasifi_rt_1"
"298",12,"JA",2,0.708120800999495,"jasifi_rt_1"
"299",12,"JA",2,0.551848220000466,"jasifi_rt_2"
"300",12,"JA",1,0.425688956000158,"jasifi_rt_1"
"301",12,"JA",2,0.60660288300005,"jasifi_rt_1"
"302",12,"JA",2,0.896187780000218,"jasifi_rt_2"
"303",12,"JA",1,0.962908683000023,"jasifi_rt_2"
"304",12,"JA",2,0.565382609999688,"jasifi_rt_2"
"305",12,"JA",1,0.547065169000234,"jasifi_rt_2"
"306",12,"JA",1,0.479789758000152,"jasifi_rt_1"
"307",12,"JA",2,0.502450986999975,"jasifi_rt_2"
"308",12,"JA",1,0.615197735000038,"jasifi_rt_2"
"309",12,"JA",2,0.623948204000044,"jasifi_rt_2"
"310",12,"JA",1,0.410252200000286,"jasifi_rt_1"
"311",12,"JA",1,0.500351730000148,"jasifi_rt_1"
"312",12,"JA",1,0.470932299999731,"jasifi_rt_1"
"313",12,"JA",2,0.47282424199966,"jasifi_rt_1"
"314",12,"JA",2,0.488987396000084,"jasifi_rt_2"
"315",12,"JA",1,0.43252739700074,"jasifi_rt_1"
"316",12,"JA",2,0.511774270000387,"jasifi_rt_1"
"317",12,"JA",1,0.612801455999943,"jasifi_rt_2"
"318",12,"JA",1,0.547280515000239,"jasifi_rt_1"
"319",12,"JA",1,0.537612270999489,"jasifi_rt_2"
"320",12,"JA",1,0.521274149999954,"jasifi_rt_2"
"321",12,"JA",1,0.531271861999812,"jasifi_rt_2"
"322",12,"JA",2,0.416272482999375,"jasifi_rt_2"
"323",12,"JA",1,0.449065655000595,"jasifi_rt_2"
"324",12,"JA",2,0.413538557999345,"jasifi_rt_1"
"325",12,"JA",1,0.622073978999651,"jasifi_rt_1"
"326",12,"JA",2,0.397872477999954,"jasifi_rt_1"
"327",12,"JA",2,0.43380900000011,"jasifi_rt_2"
"328",12,"JA",1,0.608258549000311,"jasifi_rt_2"
"329",12,"JA",2,0.416932035000173,"jasifi_rt_2"
"330",12,"JA",1,0.471082822000426,"jasifi_rt_1"
"331",12,"JA",2,0.395526631000394,"jasifi_rt_1"
"332",12,"JA",1,0.395260149000023,"jasifi_rt_1"
"333",12,"JA",2,0.377867788000003,"jasifi_rt_1"
"334",12,"JA",2,0.460497301000032,"jasifi_rt_1"
"335",12,"JA",1,0.575973665000674,"jasifi_rt_2"
"336",12,"JA",1,0.506825028000094,"jasifi_rt_1"
"337",12,"JA",1,0.423002329000155,"jasifi_rt_1"
"338",12,"JA",2,0.461574764000034,"jasifi_rt_2"
"339",12,"JA",2,0.463016460999825,"jasifi_rt_1"
"340",12,"JA",1,0.455466395999792,"jasifi_rt_1"
"341",12,"JA",1,0.435829436000859,"jasifi_rt_1"
"342",12,"JA",2,0.497983029999887,"jasifi_rt_2"
"343",12,"JA",1,0.969789621000018,"jasifi_rt_2"
"344",12,"JA",1,0.667619615999683,"jasifi_rt_2"
"345",12,"JA",1,0.564900508000392,"jasifi_rt_1"
"346",12,"JA",1,0.474900478000563,"jasifi_rt_1"
"347",12,"JA",1,0.4753318209996,"jasifi_rt_1"
"348",12,"JA",2,0.78629355799967,"jasifi_rt_2"
"349",12,"JA",2,0.665216157999566,"jasifi_rt_1"
"350",12,"JA",2,0.455713280999589,"jasifi_rt_2"
"351",12,"JA",2,0.460281350000514,"jasifi_rt_2"
"352",12,"JA",2,0.402874826000698,"jasifi_rt_1"
"353",12,"JA",2,0.499947227999655,"jasifi_rt_1"
"354",12,"JA",1,0.385347890000048,"jasifi_rt_1"
"355",12,"JA",1,0.532969713999591,"jasifi_rt_2"
"356",12,"JA",1,0.450267265999173,"jasifi_rt_2"
"357",12,"JA",2,0.438076278999688,"jasifi_rt_2"
"358",12,"I",1,0.457739243000105,"jasifi_rt_2"
"359",12,"I",2,0.411194178999722,"jasifi_rt_1"
"360",12,"I",1,0.499687038000047,"jasifi_rt_2"
"361",12,"I",1,0.595458914000119,"jasifi_rt_1"
"362",12,"I",2,0.354300419999163,"jasifi_rt_2"
"363",12,"I",2,0.380218176999733,"jasifi_rt_1"
"364",12,"I",1,0.673964270999932,"jasifi_rt_2"
"365",12,"I",2,0.390112348999537,"jasifi_rt_1"
"366",12,"I",1,0.680647798999416,"jasifi_rt_1"
"367",12,"I",2,0.407504552000319,"jasifi_rt_2"
"368",12,"I",1,0.527312356000039,"jasifi_rt_1"
"369",12,"I",1,0.49019514200063,"jasifi_rt_1"
"370",12,"I",1,0.537852658999327,"jasifi_rt_1"
"371",12,"I",1,0.646613898000396,"jasifi_rt_2"
"372",12,"I",1,0.516576210999119,"jasifi_rt_2"
"373",12,"I",1,0.56768491100047,"jasifi_rt_1"
"374",12,"I",2,0.494444687000396,"jasifi_rt_2"
"375",12,"I",2,0.548539049999818,"jasifi_rt_1"
"376",12,"I",2,0.425284999000723,"jasifi_rt_2"
"377",12,"I",2,0.465031579000424,"jasifi_rt_2"
"378",12,"I",2,0.453645052999491,"jasifi_rt_1"
"379",12,"I",2,0.388489863000359,"jasifi_rt_1"
"380",12,"I",1,0.608176660999561,"jasifi_rt_2"
"381",12,"I",1,1.45644607699978,"jasifi_rt_2"
"382",12,"I",2,0.45031228300013,"jasifi_rt_1"
"383",12,"I",2,0.445124853999914,"jasifi_rt_1"
"384",12,"I",2,0.403296950000367,"jasifi_rt_2"
"385",12,"I",1,0.600521659000151,"jasifi_rt_2"
"386",12,"I",1,0.848566114000278,"jasifi_rt_1"
"387",12,"I",1,0.630563525000071,"jasifi_rt_2"
"388",12,"I",1,0.543142628000169,"jasifi_rt_1"
"389",12,"I",1,0.428583095999784,"jasifi_rt_1"
"390",12,"I",1,0.446838431000288,"jasifi_rt_2"
"391",12,"I",1,0.398505096000008,"jasifi_rt_2"
"392",12,"I",2,0.393601230000058,"jasifi_rt_2"
